Data,dia,mes,ano,Temperatura_media,Temperatura_maxima,Temperatura_minima,Probabilidade_chuva_max,Velocidade_vento_max,Chuva_total,Direcao_vento,estado
2025-06-01,1,6,2025,16.8,23.4,12.4,6,11.0,0.0,Sudeste,SP
2025-06-02,2,6,2025,18.5,23.6,15.6,0,12.3,0.1,Leste,SP
2025-06-03,3,6,2025,17.7,22.7,14.8,98,10.3,1.7,Nordeste,SP
2025-06-04,4,6,2025,19.7,25.4,14.6,10,15.8,0.1,Noroeste,SP
2025-06-05,5,6,2025,20.2,26.0,16.6,100,17.2,4.4,Noroeste,SP
2025-06-06,6,6,2025,17.8,19.5,16.6,100,10.1,2.6,Oeste,SP
2025-06-07,7,6,2025,17.5,20.7,15.3,86,8.4,0.0,Leste,SP
2025-06-08,8,6,2025,17.6,21.9,14.8,100,15.0,1.7,Norte,SP
2025-06-09,9,6,2025,15.8,18.8,14.5,100,11.4,10.3,Sul,SP
2025-06-10,10,6,2025,14.6,17.3,12.9,37,9.0,1.9,Sul,SP
2025-06-11,11,6,2025,13.2,15.8,11.5,22,12.7,0.4,Sul,SP
2025-06-12,12,6,2025,11.7,14.9,9.8,10,14.0,0.4,Sudeste,SP
2025-06-13,13,6,2025,12.4,17.6,9.0,0,14.4,0.0,Leste,SP
2025-06-14,14,6,2025,13.6,20.5,9.1,0,13.3,0.0,Nordeste,SP
2025-06-15,15,6,2025,15.2,19.8,12.1,86,12.8,1.1,Norte,SP
2025-06-16,16,6,2025,16.7,22.6,10.9,0,12.5,0.0,Nordeste,SP
2025-06-17,17,6,2025,17.2,23.8,11.7,0,9.3,0.0,Nordeste,SP
2025-06-18,18,6,2025,17.3,22.7,11.8,0,12.9,0.0,Norte,SP
2025-06-19,19,6,2025,18.7,24.9,13.0,0,8.4,0.0,Noroeste,SP
2025-06-20,20,6,2025,19.0,24.9,12.5,0,13.9,0.0,Norte,SP
2025-06-21,21,6,2025,18.8,23.2,16.1,78,14.1,2.8,Noroeste,SP
2025-06-22,22,6,2025,19.1,23.6,16.0,82,11.9,1.3,Norte,SP
2025-06-23,23,6,2025,19.5,24.7,17.3,100,23.7,6.5,Norte,SP
2025-06-24,24,6,2025,14.5,17.4,10.7,100,17.4,6.0,Noroeste,SP
2025-06-25,25,6,2025,10.6,17.1,5.5,0,10.7,0.0,Leste,SP
2025-06-26,26,6,2025,16.9,24.9,10.7,0,15.7,0.0,Norte,SP
2025-06-27,27,6,2025,18.7,23.6,15.8,100,13.5,7.6,Noroeste,SP
2025-06-28,28,6,2025,18.5,24.9,15.4,27,12.3,0.0,Leste,SP
2025-06-29,29,6,2025,21.0,25.4,17.7,0,21.4,0.0,Noroeste,SP
2025-06-30,30,6,2025,17.6,21.7,14.8,18,13.2,0.1,Sudeste,SP
2025-07-01,1,7,2025,14.0,15.1,11.9,12,11.6,0.4,Sudeste,SP
2025-07-02,2,7,2025,11.4,12.5,10.7,18,12.0,0.4,Sudeste,SP
2025-07-03,3,7,2025,11.8,14.3,10.6,96,11.1,2.0,Sudeste,SP
2025-07-04,4,7,2025,13.7,18.5,11.8,67,11.2,0.6,Sudeste,SP
2025-07-05,5,7,2025,14.7,20.4,11.2,0,8.6,0.0,Leste,SP
2025-07-06,6,7,2025,13.7,19.3,10.1,0,12.7,0.0,Sul,SP
2025-07-07,7,7,2025,13.9,19.5,10.7,0,9.9,0.0,Sudeste,SP
2025-07-08,8,7,2025,15.8,22.3,11.5,0,11.8,0.0,Noroeste,SP
2025-07-09,9,7,2025,14.0,20.0,9.1,0,12.2,0.0,Sudeste,SP
2025-07-10,10,7,2025,15.1,21.4,11.7,0,12.0,0.0,Leste,SP
2025-07-11,11,7,2025,16.3,22.0,12.1,0,9.1,0.0,Leste,SP
2025-07-12,12,7,2025,17.6,22.9,13.6,8,13.1,0.1,Leste,SP
2025-07-13,13,7,2025,17.1,22.5,14.0,2,12.1,0.0,Leste,SP
2025-07-14,14,7,2025,15.9,21.8,11.6,0,11.0,0.0,Sudeste,SP
