Data,dia,mes,ano,Temperatura_media,Temperatura_maxima,Temperatura_minima,Probabilidade_chuva_max,Velocidade_vento_max,Chuva_total,Direcao_vento,estado
2026-06-25,25,6,2026,11.5,12.6,10.7,100,10.2,3.1,Sudeste,SP
2026-06-26,26,6,2026,14.7,19.7,11.1,67,8.3,0.8,Leste,SP
2026-06-27,27,6,2026,17.9,24.2,14.4,22,7.0,0.0,Leste,SP
2026-06-28,28,6,2026,19.0,25.1,14.7,0,11.9,0.0,Nordeste,SP
2026-06-29,29,6,2026,20.2,25.5,16.4,35,10.9,0.1,Norte,SP
2026-06-30,30,6,2026,19.9,26.0,15.9,2,13.1,0.0,Norte,SP
2026-07-01,1,7,2026,20.7,26.2,16.6,0,12.6,0.0,Norte,SP
2026-07-02,2,7,2026,20.1,25.7,15.4,0,11.2,0.0,Noroeste,SP
2026-07-03,3,7,2026,18.4,25.4,13.7,0,12.8,0.0,Oeste,SP
2026-07-04,4,7,2026,15.7,18.9,13.0,4,10.1,0.1,Sudeste,SP
2026-07-05,5,7,2026,14.6,20.5,12.5,2,9.5,0.0,Sudeste,SP
2026-07-06,6,7,2026,16.7,23.9,12.6,0,12.6,0.0,Norte,SP
2026-07-07,7,7,2026,16.3,19.6,13.4,98,13.2,1.1,Oeste,SP
2026-07-08,8,7,2026,16.0,21.4,13.0,0,6.4,0.0,Sudeste,SP
2026-07-09,9,7,2026,16.2,23.2,11.4,0,4.3,0.0,Leste,SP
2026-07-10,10,7,2026,18.0,25.6,11.2,0,12.6,0.0,Noroeste,SP
2026-07-11,11,7,2026,19.5,27.1,11.9,2,17.5,0.0,Noroeste,SP
2026-07-12,12,7,2026,17.7,22.4,14.3,100,19.1,4.6,Oeste,SP
2026-07-13,13,7,2026,13.6,17.1,11.7,69,11.8,1.0,Sul,SP
2026-07-14,14,7,2026,12.5,18.0,9.1,0,13.3,0.0,Sudeste,SP
2026-07-15,15,7,2026,14.3,21.6,9.6,0,12.0,0.0,Leste,SP
2026-07-16,16,7,2026,16.2,24.9,8.9,0,9.1,0.0,Nordeste,SP
2026-07-17,17,7,2026,17.5,24.4,12.1,0,12.6,0.0,Norte,SP
2026-07-18,18,7,2026,17.8,23.7,13.0,0,18.8,0.0,Norte,SP
2026-07-19,19,7,2026,19.0,25.1,14.2,0,19.7,0.0,Norte,SP
2026-07-20,20,7,2026,20.4,26.3,15.7,0,17.5,0.0,Norte,SP
2026-07-21,21,7,2026,21.2,27.2,15.9,0,13.6,0.0,Norte,SP
2026-07-22,22,7,2026,21.1,27.0,17.3,0,12.5,0.0,Noroeste,SP
2026-07-23,23,7,2026,18.7,23.0,15.8,80,11.8,0.9,Sudoeste,SP
2026-07-24,24,7,2026,15.2,17.2,13.2,99,9.8,2.5,Sudeste,SP
2026-07-25,25,7,2026,16.2,19.3,13.9,38,10.8,0.0,Oeste,SP
2026-07-26,26,7,2026,16.8,23.6,12.0,2,6.2,0.0,Norte,SP
2026-07-27,27,7,2026,18.4,26.7,11.1,0,6.7,0.0,Norte,SP
2026-07-28,28,7,2026,20.3,27.5,13.8,0,13.1,0.0,Norte,SP
2026-07-29,29,7,2026,20.7,29.2,15.6,90,20.2,0.8,Noroeste,SP
2026-07-30,30,7,2026,16.8,20.9,13.5,80,10.8,0.0,Sul,SP
2026-07-31,31,7,2026,17.4,24.4,13.2,0,14.2,0.0,Leste,SP
2026-08-01,1,8,2026,18.7,26.6,13.2,0,10.4,0.0,Nordeste,SP
2026-08-02,2,8,2026,20.9,27.2,15.0,0,10.3,0.0,Norte,SP
2026-08-03,3,8,2026,20.2,25.9,14.7,0,8.4,0.0,Leste,SP
2026-08-04,4,8,2026,20.2,25.8,14.5,0,10.0,0.0,Norte,SP
2026-08-05,5,8,2026,21.6,27.9,15.4,39,13.2,0.0,Norte,SP
2026-08-06,6,8,2026,21.3,27.7,16.5,83,19.0,1.7,Noroeste,SP
2026-08-07,7,8,2026,20.2,24.5,17.3,98,23.5,1.7,Noroeste,SP
2026-08-08,8,8,2026,20.7,26.8,16.5,100,19.9,6.3,Noroeste,SP
2026-08-09,9,8,2026,20.8,24.6,15.7,76,13.8,1.0,Sul,SP
2026-08-10,10,8,2026,15.2,18.1,13.6,98,16.6,3.3,Sudeste,SP
2026-08-11,11,8,2026,14.0,16.8,12.5,6,14.1,0.2,Sudeste,SP
2026-08-12,12,8,2026,17.6,24.7,13.7,8,9.5,0.0,Sudeste,SP
2026-08-13,13,8,2026,21.9,28.7,16.7,22,17.4,0.0,Noroeste,SP
2026-08-14,14,8,2026,20.3,25.7,17.0,53,10.1,0.4,Leste,SP
2026-08-15,15,8,2026,18.7,22.1,16.4,98,9.6,6.7,Leste,SP
2026-08-16,16,8,2026,19.5,26.3,15.1,2,11.9,0.0,Leste,SP
2026-08-17,17,8,2026,21.0,28.8,14.9,0,11.5,0.0,Leste,SP
2026-08-18,18,8,2026,22.9,30.1,16.0,0,7.6,0.0,Noroeste,SP
2026-08-19,19,8,2026,23.7,30.9,15.6,0,11.9,0.0,Leste,SP
2026-08-20,20,8,2026,23.8,31.8,15.8,0,17.1,0.0,Norte,SP
2026-08-21,21,8,2026,22.3,25.7,16.0,14,15.2,0.0,Noroeste,SP
2026-08-22,22,8,2026,16.6,23.1,13.4,0,11.6,0.0,Sudeste,SP
2026-08-23,23,8,2026,16.5,24.4,12.9,0,13.6,0.0,Sudeste,SP
2026-08-24,24,8,2026,15.7,19.8,13.7,0,13.1,0.3,Sudeste,SP
2026-08-25,25,8,2026,16.0,20.9,13.6,73,11.6,0.4,Sudeste,SP
2026-08-26,26,8,2026,18.2,23.9,14.9,45,12.0,0.2,Oeste,SP
2026-08-27,27,8,2026,20.9,26.8,16.0,88,9.9,0.6,Nordeste,SP
2026-08-28,28,8,2026,22.9,30.5,16.2,0,13.1,0.0,Norte,SP
2026-08-29,29,8,2026,26.3,31.2,22.3,65,19.0,0.4,Noroeste,SP
2026-08-30,30,8,2026,23.2,28.9,19.3,88,15.1,2.2,Sul,SP
2026-08-31,31,8,2026,20.6,26.4,17.7,100,13.0,5.7,Nordeste,SP
2026-09-01,1,9,2026,18.6,20.8,15.6,100,21.3,13.4,Noroeste,SP
2026-09-02,2,9,2026,15.9,21.2,12.6,98,11.7,2.7,Sudeste,SP
2026-09-03,3,9,2026,17.6,26.2,11.9,0,14.0,0.0,Nordeste,SP
2026-09-04,4,9,2026,20.9,28.5,16.6,18,13.3,0.1,Noroeste,SP
2026-09-05,5,9,2026,17.8,22.5,15.6,100,13.1,4.8,Sudeste,SP
2026-09-06,6,9,2026,13.3,15.9,11.4,100,15.1,6.0,Sudeste,SP
2026-09-07,7,9,2026,11.8,14.5,10.0,90,13.2,1.4,Sudeste,SP
2026-09-08,8,9,2026,15.1,20.6,11.6,98,10.4,1.8,Leste,SP
2026-09-09,9,9,2026,18.3,23.8,15.4,100,14.3,2.6,Norte,SP
2026-09-10,10,9,2026,18.7,21.6,17.1,100,14.2,8.7,Norte,SP
2026-09-11,11,9,2026,20.0,26.5,15.1,96,23.4,4.4,Norte,SP
2026-09-12,12,9,2026,18.9,23.8,17.2,100,11.6,20.5,Noroeste,SP
2026-09-13,13,9,2026,15.4,16.8,14.3,99,11.4,8.7,Sudeste,SP
2026-09-14,14,9,2026,14.7,17.2,13.7,100,13.0,26.9,Sudeste,SP
2026-09-15,15,9,2026,15.3,20.8,11.9,100,8.2,2.4,Sudoeste,SP
2026-09-16,16,9,2026,15.0,19.8,12.7,90,13.2,0.2,Sudeste,SP
2026-09-17,17,9,2026,14.7,18.6,12.7,22,14.2,0.0,Sudeste,SP
2026-09-18,18,9,2026,16.4,22.4,13.7,14,11.8,0.0,Leste,SP
2026-09-19,19,9,2026,19.5,26.8,15.5,90,11.8,0.7,Leste,SP
2026-09-20,20,9,2026,19.1,23.4,17.5,100,14.8,9.7,Norte,SP
