Data,dia,mes,ano,Temperatura_media,Temperatura_maxima,Temperatura_minima,Probabilidade_chuva_max,Velocidade_vento_max,Chuva_total,Direcao_vento,estado
2023-08-26,26,8,2023,13.6,15.0,12.4,,23.9,8.4,Sudeste,SP
2023-08-27,27,8,2023,11.6,13.0,10.9,,21.6,3.9,Sudeste,SP
2023-08-28,28,8,2023,12.6,15.1,10.9,,18.4,2.0,Sudeste,SP
2023-08-29,29,8,2023,14.6,20.1,10.8,,19.6,1.0,Sudeste,SP
2023-08-30,30,8,2023,16.4,24.1,12.5,,20.0,0.0,Sudoeste,SP
2023-08-31,31,8,2023,16.1,23.8,11.0,,16.1,0.0,Sudeste,SP
2023-09-01,1,9,2023,15.7,25.5,8.0,,18.9,0.0,Leste,SP
2023-09-02,2,9,2023,20.7,29.1,15.3,,24.3,3.5,Norte,SP
2023-09-03,3,9,2023,23.1,29.4,18.3,,22.7,6.2,Noroeste,SP
2023-09-04,4,9,2023,24.6,30.6,18.9,,30.8,0.0,Noroeste,SP
2023-09-05,5,9,2023,21.3,25.9,15.9,,23.0,0.4,Sudoeste,SP
2023-09-06,6,9,2023,16.5,19.8,14.9,,25.2,1.2,Sudeste,SP
2023-09-07,7,9,2023,17.8,25.2,14.6,,22.6,0.0,Leste,SP
2023-09-08,8,9,2023,21.1,29.1,14.8,,23.4,0.0,Norte,SP
2023-09-09,9,9,2023,21.3,26.6,16.2,,29.2,0.4,Noroeste,SP
2023-09-10,10,9,2023,19.8,26.2,14.9,,17.9,0.0,Leste,SP
2023-09-11,11,9,2023,21.2,28.4,16.2,,14.3,0.0,Leste,SP
2023-09-12,12,9,2023,23.3,29.8,16.1,,15.9,0.0,Norte,SP
2023-09-13,13,9,2023,24.3,32.6,14.7,,25.9,0.0,Norte,SP
2023-09-14,14,9,2023,21.0,27.2,14.0,,25.3,6.5,Oeste,SP
2023-09-15,15,9,2023,15.0,21.5,12.0,,25.4,0.3,Sudeste,SP
2023-09-16,16,9,2023,18.6,28.0,12.6,,20.1,0.0,Nordeste,SP
2023-09-17,17,9,2023,22.1,31.0,15.1,,15.4,0.0,Norte,SP
2023-09-18,18,9,2023,23.7,31.3,17.1,,16.0,0.0,Norte,SP
2023-09-19,19,9,2023,23.4,30.6,17.5,,17.4,0.0,Leste,SP
2023-09-20,20,9,2023,21.2,29.9,14.9,,17.1,0.0,Sudeste,SP
