Data,dia,mes,ano,Temperatura_media,Temperatura_maxima,Temperatura_minima,Probabilidade_chuva_max,Velocidade_vento_max,Chuva_total,Direcao_vento,estado
1982-07-28,28,7,1982,18.0,23.7,12.4,,19.3,0.0,Norte,SP
1982-07-29,29,7,1982,18.8,24.7,14.5,,23.5,1.9,Noroeste,SP
1982-07-30,30,7,1982,11.3,13.6,9.6,,24.1,15.5,Sul,SP
1982-07-31,31,7,1982,11.7,16.8,8.2,,12.2,0.0,Sudeste,SP
1982-08-01,1,8,1982,14.2,21.2,10.1,,13.9,0.0,Nordeste,SP
1982-08-02,2,8,1982,16.7,24.2,11.2,,20.2,0.0,Noroeste,SP
1982-08-03,3,8,1982,14.1,18.3,11.5,,15.3,4.6,Sul,SP
1982-08-04,4,8,1982,11.7,13.5,10.5,,13.7,14.1,Sudeste,SP
1982-08-05,5,8,1982,13.3,17.5,10.2,,14.8,1.0,Leste,SP
1982-08-06,6,8,1982,17.0,23.4,13.0,,8.8,2.1,Leste,SP
1982-08-07,7,8,1982,19.4,25.0,14.1,,12.8,0.0,Norte,SP
1982-08-08,8,8,1982,20.6,25.9,14.9,,14.1,0.0,Norte,SP
1982-08-09,9,8,1982,20.2,25.9,14.8,,18.2,0.0,Noroeste,SP
1982-08-10,10,8,1982,16.8,19.6,14.9,,16.6,8.8,Sul,SP
1982-08-11,11,8,1982,14.1,15.6,13.0,,20.1,8.8,Sudeste,SP
1982-08-12,12,8,1982,14.6,16.8,13.2,,22.2,0.1,Sudeste,SP
1982-08-13,13,8,1982,15.4,21.7,11.2,,17.6,0.0,Leste,SP
1982-08-14,14,8,1982,16.8,23.3,11.5,,12.3,0.5,Norte,SP
1982-08-15,15,8,1982,18.3,24.3,13.1,,16.9,0.0,Norte,SP
1982-08-16,16,8,1982,18.6,24.5,13.3,,8.4,0.0,Norte,SP
1982-08-17,17,8,1982,19.4,25.6,15.8,,9.0,0.2,Leste,SP
1982-08-18,18,8,1982,18.2,22.2,16.1,,9.5,3.2,Sudeste,SP
1982-08-19,19,8,1982,14.6,16.4,12.8,,19.8,4.4,Sul,SP
1982-08-20,20,8,1982,13.7,19.6,10.1,,13.1,0.0,Leste,SP
1982-08-21,21,8,1982,16.7,24.5,10.2,,24.5,0.0,Noroeste,SP
1982-08-22,22,8,1982,17.5,22.5,13.9,,14.8,0.3,Sudoeste,SP
1982-08-23,23,8,1982,18.5,24.9,15.5,,12.4,2.7,Leste,SP
1982-08-24,24,8,1982,19.6,26.7,14.4,,11.8,0.4,Norte,SP
1982-08-25,25,8,1982,20.7,27.6,14.4,,11.0,0.0,Norte,SP
1982-08-26,26,8,1982,21.6,27.7,15.7,,9.6,0.0,Norte,SP
1982-08-27,27,8,1982,21.7,27.2,16.7,,12.1,1.5,Norte,SP
1982-08-28,28,8,1982,20.5,26.3,16.1,,9.5,0.8,Leste,SP
1982-08-29,29,8,1982,20.9,26.7,16.7,,16.7,1.4,Norte,SP
1982-08-30,30,8,1982,21.2,26.7,17.2,,15.5,0.1,Noroeste,SP
1982-08-31,31,8,1982,18.7,23.2,16.0,,17.0,3.9,Sul,SP
1982-09-01,1,9,1982,16.1,18.8,14.7,,19.4,0.2,Sudeste,SP
1982-09-02,2,9,1982,17.8,22.1,15.4,,15.5,0.2,Sudeste,SP
1982-09-03,3,9,1982,18.3,22.4,16.0,,15.9,0.1,Sudeste,SP
1982-09-04,4,9,1982,19.7,25.3,16.3,,12.7,0.0,Leste,SP
1982-09-05,5,9,1982,19.3,25.4,15.8,,17.0,2.4,Sul,SP
1982-09-06,6,9,1982,15.4,16.5,13.1,,27.7,2.3,Sul,SP
1982-09-07,7,9,1982,13.7,16.9,12.1,,22.0,0.0,Sudeste,SP
1982-09-08,8,9,1982,13.7,18.3,10.9,,18.3,0.0,Sudeste,SP
1982-09-09,9,9,1982,14.5,20.6,10.6,,15.3,0.0,Sudeste,SP
1982-09-10,10,9,1982,16.1,23.2,10.4,,13.4,0.0,Leste,SP
1982-09-11,11,9,1982,18.9,27.0,12.0,,8.0,0.0,Leste,SP
1982-09-12,12,9,1982,20.9,29.0,14.0,,10.7,0.0,Nordeste,SP
1982-09-13,13,9,1982,22.3,29.3,15.8,,22.0,0.0,Norte,SP
1982-09-14,14,9,1982,23.1,28.3,18.7,,8.0,0.0,Nordeste,SP
1982-09-15,15,9,1982,20.5,26.1,17.1,,18.2,0.0,Sudeste,SP
1982-09-16,16,9,1982,19.9,26.1,15.0,,13.9,0.0,Leste,SP
1982-09-17,17,9,1982,21.9,28.8,15.9,,17.4,0.0,Norte,SP
1982-09-18,18,9,1982,23.8,30.3,18.6,,24.5,0.0,Noroeste,SP
1982-09-19,19,9,1982,18.3,23.2,13.4,,22.3,5.0,Sudoeste,SP
1982-09-20,20,9,1982,13.9,16.0,12.0,,19.2,0.0,Sudeste,SP
