Data,dia,mes,ano,Temperatura_media,Temperatura_maxima,Temperatura_minima,Probabilidade_chuva_max,Velocidade_vento_max,Chuva_total,Direcao_vento,estado
1982-01-01,1,1,1982,21.7,26.7,18.3,,14.6,8.9,Nordeste,SP
1982-01-02,2,1,1982,19.9,23.4,17.0,,23.7,15.4,Sudeste,SP
1982-01-03,3,1,1982,17.7,19.8,16.6,,21.3,2.2,Sudeste,SP
1982-01-04,4,1,1982,17.3,20.0,15.1,,21.6,0.4,Sudeste,SP
1982-01-05,5,1,1982,18.4,21.7,16.2,,19.7,0.9,Sudeste,SP
1982-01-06,6,1,1982,19.6,23.8,16.8,,15.5,2.2,Sudeste,SP
1982-01-07,7,1,1982,20.7,24.4,18.4,,14.0,11.2,Sudeste,SP
1982-01-08,8,1,1982,20.7,24.0,18.9,,12.8,24.6,Sudeste,SP
1982-01-09,9,1,1982,21.4,23.9,19.4,,14.0,7.0,Nordeste,SP
1982-01-10,10,1,1982,21.4,23.9,19.6,,16.8,12.0,Norte,SP
1982-01-11,11,1,1982,21.0,22.3,19.6,,21.5,13.5,Noroeste,SP
1982-01-12,12,1,1982,20.1,21.7,18.1,,16.6,3.3,Sul,SP
1982-01-13,13,1,1982,19.3,24.3,15.4,,18.0,0.0,Sudeste,SP
1982-01-14,14,1,1982,19.6,26.4,14.7,,13.3,0.0,Sudeste,SP
1982-01-15,15,1,1982,20.7,25.3,17.1,,17.4,0.6,Sudeste,SP
1982-01-16,16,1,1982,20.4,26.1,16.7,,18.7,0.2,Sudeste,SP
1982-01-17,17,1,1982,20.2,25.5,15.9,,17.6,0.0,Sudeste,SP
1982-01-18,18,1,1982,20.1,25.4,16.6,,19.2,0.0,Sudeste,SP
1982-01-19,19,1,1982,19.4,22.4,17.5,,23.0,0.5,Sudeste,SP
1982-01-20,20,1,1982,19.1,23.1,16.4,,20.4,2.7,Sudeste,SP
1982-01-21,21,1,1982,19.6,24.3,16.7,,14.5,5.8,Leste,SP
1982-01-22,22,1,1982,21.2,26.7,17.2,,22.6,0.8,Noroeste,SP
1982-01-23,23,1,1982,19.7,21.6,18.3,,14.0,16.0,Noroeste,SP
1982-01-24,24,1,1982,18.6,21.0,17.0,,21.4,0.5,Sudeste,SP
1982-01-25,25,1,1982,17.9,21.0,16.0,,19.6,0.0,Sudeste,SP
1982-01-26,26,1,1982,19.7,24.3,16.5,,15.3,1.9,Sudeste,SP
1982-01-27,27,1,1982,20.9,25.8,17.2,,12.5,1.4,Leste,SP
1982-01-28,28,1,1982,21.1,25.8,18.5,,8.7,19.5,Leste,SP
1982-01-29,29,1,1982,20.5,24.3,17.7,,12.3,0.0,Leste,SP
1982-01-30,30,1,1982,20.9,24.3,18.4,,12.0,3.9,Leste,SP
1982-01-31,31,1,1982,20.2,24.8,16.1,,14.4,4.2,Leste,SP
1982-02-01,1,2,1982,20.9,26.0,17.3,,14.1,6.1,Leste,SP
1982-02-02,2,2,1982,21.7,26.9,17.5,,10.8,2.9,Nordeste,SP
1982-02-03,3,2,1982,22.2,26.5,18.3,,17.6,5.3,Norte,SP
1982-02-04,4,2,1982,22.6,27.1,19.3,,20.6,2.5,Noroeste,SP
1982-02-05,5,2,1982,20.7,21.9,19.7,,21.1,19.8,Noroeste,SP
1982-02-06,6,2,1982,19.4,20.1,18.6,,10.1,37.0,Sudeste,SP
1982-02-07,7,2,1982,20.7,24.7,18.6,,11.4,23.1,Sudeste,SP
1982-02-08,8,2,1982,21.6,26.3,18.4,,11.7,5.3,Leste,SP
1982-02-09,9,2,1982,22.3,27.5,19.6,,9.1,7.3,Leste,SP
1982-02-10,10,2,1982,23.2,27.6,19.8,,11.5,1.1,Nordeste,SP
1982-02-11,11,2,1982,24.6,29.6,19.8,,14.6,0.0,Norte,SP
1982-02-12,12,2,1982,25.2,30.7,19.1,,12.3,0.0,Norte,SP
1982-02-13,13,2,1982,25.3,30.9,19.6,,11.8,0.0,Leste,SP
1982-02-14,14,2,1982,24.5,29.3,19.1,,19.1,0.0,Noroeste,SP
1982-02-15,15,2,1982,24.4,28.8,20.4,,9.6,0.0,Nordeste,SP
1982-02-16,16,2,1982,23.1,27.4,20.2,,10.6,4.7,Sudeste,SP
1982-02-17,17,2,1982,23.4,27.9,20.1,,10.0,2.1,Sudeste,SP
1982-02-18,18,2,1982,22.7,26.5,20.3,,12.7,1.3,Sudeste,SP
1982-02-19,19,2,1982,22.6,27.5,19.0,,11.0,0.5,Leste,SP
1982-02-20,20,2,1982,23.5,28.6,19.4,,15.3,0.4,Norte,SP
1982-02-21,21,2,1982,24.3,29.5,19.3,,19.8,0.2,Norte,SP
1982-02-22,22,2,1982,25.0,30.3,20.7,,16.6,0.9,Noroeste,SP
1982-02-23,23,2,1982,22.3,26.0,20.4,,18.4,14.8,Noroeste,SP
