time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_probability_max,rain_sum,wind_speed_10m_max,wind_direction_10m_dominant
2025-08-22,31.1,17.5,23.6,0,0.0,11.0,45
2025-08-23,31.2,19.2,25.1,0,0.0,16.0,346
2025-08-24,24.5,15.4,19.2,0,0.1,13.6,171
2025-08-25,28.3,14.6,18.3,2,0.0,13.3,134
2025-08-26,23.0,13.6,16.7,76,0.2,11.9,129
2025-08-27,21.5,14.1,17.0,85,8.3,11.6,109
2025-08-28,24.0,15.0,17.4,2,0.3,14.4,148
2025-08-29,21.3,13.9,16.6,100,9.0,9.4,113
2025-08-30,22.5,14.7,17.4,26,0.3,12.6,118
2025-08-31,24.2,13.2,17.1,8,0.0,13.5,95
2025-09-01,24.7,15.0,18.5,67,0.2,15.4,87
2025-09-02,25.0,15.4,19.6,10,2.2,13.7,71
2025-09-03,27.3,14.4,20.2,0,0.0,14.1,50
2025-09-04,27.7,14.5,21.1,0,0.0,10.2,5
2025-09-05,30.3,15.3,20.7,10,0.0,12.4,103
2025-09-06,18.5,15.2,16.4,6,0.3,13.6,154
2025-09-07,21.0,14.7,16.9,43,0.3,13.6,119
2025-09-08,29.3,15.4,20.5,4,0.0,12.0,73
2025-09-09,26.6,20.7,23.1,14,0.0,30.4,329
2025-09-10,26.6,14.1,19.6,0,0.0,11.4,167
2025-09-11,30.3,11.4,19.2,0,0.0,9.6,128
2025-09-12,21.9,13.6,17.5,2,0.0,12.6,148
2025-09-13,22.8,12.2,16.1,18,0.0,15.3,125
2025-09-14,25.5,13.6,17.1,0,0.0,15.7,111
2025-09-15,28.2,14.1,18.6,0,0.0,12.9,111
