time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_probability_max,rain_sum,wind_speed_10m_max,wind_direction_10m_dominant
1982-07-13,20.6,17.5,18.7,,0.9,37.5,319
1982-07-14,17.3,11.4,14.0,,0.5,18.0,155
1982-07-15,18.5,9.8,12.9,,0.0,12.6,115
1982-07-16,22.4,11.2,15.3,,0.0,10.5,60
1982-07-17,23.5,13.4,17.1,,3.0,14.5,2
1982-07-18,24.6,14.3,18.2,,0.9,18.4,337
1982-07-19,19.1,14.8,16.8,,17.2,17.0,151
1982-07-20,20.9,13.7,16.3,,0.0,15.1,112
1982-07-21,23.5,12.8,17.3,,0.0,9.2,43
1982-07-22,24.1,12.7,17.9,,0.0,7.3,40
1982-07-23,24.0,12.5,18.3,,0.0,11.3,354
1982-07-24,24.0,14.0,18.4,,0.0,9.0,3
1982-07-25,24.0,12.9,18.4,,0.0,8.9,105
1982-07-26,23.6,13.4,17.4,,0.0,8.7,85
1982-07-27,23.1,13.5,17.6,,0.0,8.5,88
1982-07-28,23.7,12.4,18.0,,0.0,19.3,352
1982-07-29,24.7,14.5,18.8,,1.9,23.5,320
1982-07-30,13.6,9.6,11.3,,15.5,24.1,158
1982-07-31,16.8,8.2,11.7,,0.0,12.2,119
1982-08-01,21.2,10.1,14.2,,0.0,13.9,40
1982-08-02,24.2,11.2,16.7,,0.0,20.2,321
1982-08-03,18.3,11.5,14.1,,4.6,15.3,168
1982-08-04,13.5,10.5,11.7,,14.1,13.7,129
1982-08-05,17.5,10.2,13.3,,1.0,14.8,112
1982-08-06,23.4,13.0,17.0,,2.1,8.8,84
1982-08-07,25.0,14.1,19.4,,0.0,12.8,338
1982-08-08,25.9,14.9,20.6,,0.0,14.1,351
1982-08-09,25.9,14.8,20.2,,0.0,18.2,336
1982-08-10,19.6,14.9,16.8,,8.8,16.6,178
1982-08-11,15.6,13.0,14.1,,8.8,20.1,151
1982-08-12,16.8,13.2,14.6,,0.1,22.2,125
1982-08-13,21.7,11.2,15.4,,0.0,17.6,93
1982-08-14,23.3,11.5,16.8,,0.5,12.3,17
1982-08-15,24.3,13.1,18.3,,0.0,16.9,342
1982-08-16,24.5,13.3,18.6,,0.0,8.4,7
1982-08-17,25.6,15.8,19.4,,0.2,9.0,98
1982-08-18,22.2,16.1,18.2,,3.2,9.5,142
1982-08-19,16.4,12.8,14.6,,4.4,19.8,170
1982-08-20,19.6,10.1,13.7,,0.0,13.1,111
1982-08-21,24.5,10.2,16.7,,0.0,24.5,333
1982-08-22,22.5,13.9,17.5,,0.3,14.8,214
1982-08-23,24.9,15.5,18.5,,2.7,12.4,103
1982-08-24,26.7,14.4,19.6,,0.4,11.8,5
1982-08-25,27.6,14.4,20.7,,0.0,11.0,7
1982-08-26,27.7,15.7,21.6,,0.0,9.6,19
1982-08-27,27.2,16.7,21.7,,1.5,12.1,358
1982-08-28,26.3,16.1,20.5,,0.8,9.5,83
1982-08-29,26.7,16.7,20.9,,1.4,16.7,354
1982-08-30,26.7,17.2,21.2,,0.1,15.5,324
1982-08-31,23.2,16.0,18.7,,3.9,17.0,166
1982-09-01,18.8,14.7,16.1,,0.2,19.4,156
1982-09-02,22.1,15.4,17.8,,0.2,15.5,121
1982-09-03,22.4,16.0,18.3,,0.1,15.9,115
1982-09-04,25.3,16.3,19.7,,0.0,12.7,89
1982-09-05,25.4,15.8,19.3,,2.4,17.0,171
1982-09-06,16.5,13.1,15.4,,2.3,27.7,162
1982-09-07,16.9,12.1,13.7,,0.0,22.0,127
1982-09-08,18.3,10.9,13.7,,0.0,18.3,120
1982-09-09,20.6,10.6,14.5,,0.0,15.3,115
1982-09-10,23.2,10.4,16.1,,0.0,13.4,103
1982-09-11,27.0,12.0,18.9,,0.0,8.0,85
1982-09-12,29.0,14.0,20.9,,0.0,10.7,45
1982-09-13,29.3,15.8,22.3,,0.0,22.0,348
1982-09-14,28.3,18.7,23.1,,0.0,8.0,67
1982-09-15,26.1,17.1,20.5,,0.0,18.2,134
1982-09-16,26.1,15.0,19.9,,0.0,13.9,103
1982-09-17,28.8,15.9,21.9,,0.0,17.4,350
1982-09-18,30.3,18.6,23.8,,0.0,24.5,327
1982-09-19,23.2,13.4,18.3,,5.0,22.3,219
1982-09-20,16.0,12.0,13.9,,0.0,19.2,141
