Data,Temperatura_maxima,Temperatura_minima,Temperatura_media,Probabilidade_chuva_max,Chuva_total,Velocidade_vento_max,Direcao_vento,ano,mes,dia,estado
2026-07-31,24.4,13.2,17.4,0,0.0,14.2,104,2026,7,31,SP
2026-08-01,26.6,13.2,18.7,0,0.0,10.4,31,2026,8,1,SP
2026-08-02,27.2,15.0,20.9,0,0.0,10.3,345,2026,8,2,SP
2026-08-03,25.9,14.7,20.2,0,0.0,8.4,75,2026,8,3,SP
2026-08-04,25.8,14.5,20.2,0,0.0,10.0,10,2026,8,4,SP
2026-08-05,27.9,15.4,21.6,39,0.0,13.2,349,2026,8,5,SP
2026-08-06,27.7,16.5,21.3,83,1.7,19.0,337,2026,8,6,SP
2026-08-07,24.5,17.3,20.2,98,1.7,23.5,319,2026,8,7,SP
2026-08-08,26.8,16.5,20.7,100,6.3,19.9,323,2026,8,8,SP
2026-08-09,24.6,15.7,20.8,76,1.0,13.8,164,2026,8,9,SP
2026-08-10,18.1,13.6,15.2,98,3.3,16.6,146,2026,8,10,SP
2026-08-11,16.8,12.5,14.0,6,0.2,14.1,132,2026,8,11,SP
2026-08-12,24.7,13.7,17.6,8,0.0,9.5,113,2026,8,12,SP
2026-08-13,28.7,16.7,21.9,22,0.0,17.4,295,2026,8,13,SP
2026-08-14,25.7,17.0,20.3,53,0.4,10.1,108,2026,8,14,SP
2026-08-15,22.1,16.4,18.7,98,6.7,9.6,111,2026,8,15,SP
2026-08-16,26.3,15.1,19.5,2,0.0,11.9,83,2026,8,16,SP
2026-08-17,28.8,14.9,21.0,0,0.0,11.5,77,2026,8,17,SP
2026-08-18,30.1,16.0,22.9,0,0.0,7.6,324,2026,8,18,SP
2026-08-19,30.9,15.6,23.7,0,0.0,11.9,83,2026,8,19,SP
2026-08-20,31.8,15.8,23.8,0,0.0,17.1,7,2026,8,20,SP
2026-08-21,25.7,16.0,22.3,14,0.0,15.2,296,2026,8,21,SP
2026-08-22,23.1,13.4,16.6,0,0.0,11.6,133,2026,8,22,SP
2026-08-23,24.4,12.9,16.5,0,0.0,13.6,119,2026,8,23,SP
2026-08-24,19.8,13.7,15.7,0,0.3,13.1,124,2026,8,24,SP
2026-08-25,20.9,13.6,16.0,73,0.4,11.6,115,2026,8,25,SP
2026-08-26,23.9,14.9,18.2,45,0.2,12.0,270,2026,8,26,SP
2026-08-27,26.8,16.0,20.9,88,0.6,9.9,33,2026,8,27,SP
2026-08-28,30.5,16.2,22.9,0,0.0,13.1,6,2026,8,28,SP
2026-08-29,31.2,22.3,26.3,65,0.4,19.0,335,2026,8,29,SP
2026-08-30,28.9,19.3,23.2,88,2.2,15.1,164,2026,8,30,SP
2026-08-31,26.4,17.7,20.6,100,5.7,13.0,63,2026,8,31,SP
2026-09-01,20.8,15.6,18.6,100,13.4,21.3,309,2026,9,1,SP
2026-09-02,21.2,12.6,15.9,98,2.7,11.7,138,2026,9,2,SP
2026-09-03,26.2,11.9,17.6,0,0.0,14.0,30,2026,9,3,SP
2026-09-04,28.5,16.6,20.9,18,0.1,13.3,299,2026,9,4,SP
2026-09-05,22.5,15.6,17.8,100,4.8,13.1,126,2026,9,5,SP
2026-09-06,15.9,11.4,13.3,100,6.0,15.1,151,2026,9,6,SP
2026-09-07,14.5,10.0,11.8,90,1.4,13.2,130,2026,9,7,SP
2026-09-08,20.6,11.6,15.1,98,1.8,10.4,91,2026,9,8,SP
2026-09-09,23.8,15.4,18.3,100,2.6,14.3,3,2026,9,9,SP
2026-09-10,21.6,17.1,18.7,100,8.7,14.2,344,2026,9,10,SP
2026-09-11,26.5,15.1,20.0,96,4.4,23.4,4,2026,9,11,SP
2026-09-12,23.8,17.2,18.9,100,20.5,11.6,322,2026,9,12,SP
2026-09-13,16.8,14.3,15.4,99,8.7,11.4,151,2026,9,13,SP
2026-09-14,17.2,13.7,14.7,100,26.9,13.0,147,2026,9,14,SP
2026-09-15,20.8,11.9,15.3,100,2.4,8.2,217,2026,9,15,SP
2026-09-16,19.8,12.7,15.0,90,0.2,13.2,139,2026,9,16,SP
2026-09-17,18.6,12.7,14.7,22,0.0,14.2,118,2026,9,17,SP
2026-09-18,22.4,13.7,16.4,14,0.0,11.8,104,2026,9,18,SP
2026-09-19,26.8,15.5,19.5,90,0.7,11.8,83,2026,9,19,SP
2026-09-20,23.4,17.5,19.1,100,9.7,14.8,8,2026,9,20,SP
