Data,Temperatura_maxima,Temperatura_minima,Temperatura_media,Probabilidade_chuva_max,Chuva_total,Velocidade_vento_max,Direcao_vento,ano,mes,dia,estado
1982-01-31,24.8,16.1,20.2,,4.2,14.4,108,1982,1,31,SP
1982-02-01,26.0,17.3,20.9,,6.1,14.1,99,1982,2,1,SP
1982-02-02,26.9,17.5,21.7,,2.9,10.8,54,1982,2,2,SP
1982-02-03,26.5,18.3,22.2,,5.3,17.6,352,1982,2,3,SP
1982-02-04,27.1,19.3,22.6,,2.5,20.6,335,1982,2,4,SP
1982-02-05,21.9,19.7,20.7,,19.8,21.1,332,1982,2,5,SP
1982-02-06,20.1,18.6,19.4,,37.0,10.1,137,1982,2,6,SP
1982-02-07,24.7,18.6,20.7,,23.1,11.4,125,1982,2,7,SP
1982-02-08,26.3,18.4,21.6,,5.3,11.7,90,1982,2,8,SP
1982-02-09,27.5,19.6,22.3,,7.3,9.1,103,1982,2,9,SP
1982-02-10,27.6,19.8,23.2,,1.1,11.5,37,1982,2,10,SP
1982-02-11,29.6,19.8,24.6,,0.0,14.6,13,1982,2,11,SP
1982-02-12,30.7,19.1,25.2,,0.0,12.3,359,1982,2,12,SP
1982-02-13,30.9,19.6,25.3,,0.0,11.8,103,1982,2,13,SP
1982-02-14,29.3,19.1,24.5,,0.0,19.1,309,1982,2,14,SP
1982-02-15,28.8,20.4,24.4,,0.0,9.6,35,1982,2,15,SP
1982-02-16,27.4,20.2,23.1,,4.7,10.6,123,1982,2,16,SP
1982-02-17,27.9,20.1,23.4,,2.1,10.0,115,1982,2,17,SP
1982-02-18,26.5,20.3,22.7,,1.3,12.7,132,1982,2,18,SP
1982-02-19,27.5,19.0,22.6,,0.5,11.0,110,1982,2,19,SP
1982-02-20,28.6,19.4,23.5,,0.4,15.3,356,1982,2,20,SP
1982-02-21,29.5,19.3,24.3,,0.2,19.8,346,1982,2,21,SP
1982-02-22,30.3,20.7,25.0,,0.9,16.6,329,1982,2,22,SP
1982-02-23,26.0,20.4,22.3,,14.8,18.4,318,1982,2,23,SP
1982-02-24,24.7,19.1,20.8,,37.9,19.8,233,1982,2,24,SP
1982-02-25,23.0,18.2,20.0,,4.5,13.6,149,1982,2,25,SP
1982-02-26,25.1,18.0,20.7,,9.3,19.1,127,1982,2,26,SP
1982-02-27,25.7,19.5,21.7,,9.1,20.1,128,1982,2,27,SP
1982-02-28,24.8,20.0,21.7,,3.3,16.5,136,1982,2,28,SP
1982-03-01,25.6,19.1,21.4,,3.0,16.6,128,1982,3,1,SP
1982-03-02,23.7,17.9,20.5,,2.1,19.5,158,1982,3,2,SP
1982-03-03,22.1,17.9,19.4,,1.7,24.0,143,1982,3,3,SP
1982-03-04,20.9,16.8,18.5,,0.7,22.5,130,1982,3,4,SP
1982-03-05,21.6,15.9,18.5,,0.2,19.4,123,1982,3,5,SP
1982-03-06,22.3,16.6,19.0,,0.9,13.8,120,1982,3,6,SP
1982-03-07,23.4,17.0,19.8,,0.4,18.4,127,1982,3,7,SP
1982-03-08,23.7,17.5,20.0,,2.9,15.3,128,1982,3,8,SP
1982-03-09,23.9,19.1,20.9,,8.6,12.9,48,1982,3,9,SP
1982-03-10,21.7,19.1,20.3,,56.4,9.7,355,1982,3,10,SP
1982-03-11,23.1,19.7,21.0,,62.4,16.1,144,1982,3,11,SP
1982-03-12,24.5,18.5,20.6,,0.2,19.3,132,1982,3,12,SP
1982-03-13,23.5,17.1,19.7,,0.0,19.4,129,1982,3,13,SP
1982-03-14,24.1,16.4,20.0,,1.5,15.1,115,1982,3,14,SP
1982-03-15,26.1,18.9,21.8,,9.6,18.9,333,1982,3,15,SP
1982-03-16,27.2,20.1,22.6,,6.8,24.8,312,1982,3,16,SP
1982-03-17,26.6,20.3,22.5,,15.4,12.4,301,1982,3,17,SP
1982-03-18,26.4,19.5,21.9,,14.8,10.8,192,1982,3,18,SP
1982-03-19,25.5,19.3,21.5,,13.3,15.3,134,1982,3,19,SP
1982-03-20,23.9,19.2,20.9,,1.4,19.4,127,1982,3,20,SP
1982-03-21,24.0,18.5,20.7,,0.1,17.6,125,1982,3,21,SP
1982-03-22,24.5,18.7,20.7,,13.1,13.5,105,1982,3,22,SP
1982-03-23,24.5,19.3,20.9,,10.2,16.6,143,1982,3,23,SP
1982-03-24,23.2,18.3,20.0,,1.9,14.0,148,1982,3,24,SP
1982-03-25,22.7,17.9,19.7,,14.9,13.0,140,1982,3,25,SP
1982-03-26,23.2,18.1,20.1,,9.0,11.2,133,1982,3,26,SP
1982-03-27,25.0,18.4,20.8,,1.1,9.7,117,1982,3,27,SP
1982-03-28,26.1,18.4,21.2,,0.0,14.7,138,1982,3,28,SP
1982-03-29,26.5,16.8,20.6,,0.2,12.9,84,1982,3,29,SP
1982-03-30,20.7,19.0,19.7,,18.7,12.3,181,1982,3,30,SP
1982-03-31,22.9,18.0,19.9,,8.0,13.0,136,1982,3,31,SP
1982-04-01,23.1,17.9,19.7,,1.1,20.7,128,1982,4,1,SP
1982-04-02,24.6,17.5,20.4,,0.0,16.6,120,1982,4,2,SP
1982-04-03,24.4,18.5,20.6,,1.7,13.8,135,1982,4,3,SP
1982-04-04,24.1,18.3,20.3,,0.4,13.8,143,1982,4,4,SP
1982-04-05,22.2,17.0,19.0,,0.0,15.5,158,1982,4,5,SP
1982-04-06,21.3,16.4,18.0,,0.2,20.2,163,1982,4,6,SP
1982-04-07,21.4,15.5,17.7,,0.0,16.4,159,1982,4,7,SP
1982-04-08,20.5,15.1,17.2,,0.9,17.5,157,1982,4,8,SP
1982-04-09,20.5,13.7,16.8,,0.0,15.3,146,1982,4,9,SP
1982-04-10,21.2,14.1,16.9,,0.0,16.8,128,1982,4,10,SP
1982-04-11,22.2,14.4,17.7,,0.3,14.0,118,1982,4,11,SP
1982-04-12,23.2,16.8,19.0,,10.5,13.0,110,1982,4,12,SP
1982-04-13,23.6,16.5,19.1,,12.4,9.1,69,1982,4,13,SP
1982-04-14,24.2,16.2,19.3,,4.4,13.8,350,1982,4,14,SP
1982-04-15,23.8,17.7,19.9,,6.1,16.1,300,1982,4,15,SP
1982-04-16,20.6,15.8,17.7,,1.4,17.4,143,1982,4,16,SP
1982-04-17,19.4,14.9,16.6,,0.4,18.7,137,1982,4,17,SP
1982-04-18,20.4,14.6,17.0,,0.4,18.6,133,1982,4,18,SP
1982-04-19,21.5,15.4,17.6,,0.0,18.4,110,1982,4,19,SP
1982-04-20,23.1,14.7,18.4,,0.0,13.9,97,1982,4,20,SP
1982-04-21,24.8,14.4,19.3,,0.0,9.9,4,1982,4,21,SP
1982-04-22,23.7,15.3,19.1,,1.5,13.7,180,1982,4,22,SP
1982-04-23,21.8,16.6,18.8,,0.3,13.9,152,1982,4,23,SP
1982-04-24,21.1,15.7,17.6,,0.0,14.1,144,1982,4,24,SP
1982-04-25,21.6,14.5,17.3,,0.0,12.8,127,1982,4,25,SP
1982-04-26,21.3,14.4,16.9,,0.0,14.5,138,1982,4,26,SP
1982-04-27,20.3,14.7,16.7,,0.0,16.9,143,1982,4,27,SP
1982-04-28,19.0,14.3,15.9,,0.9,19.7,128,1982,4,28,SP
1982-04-29,19.2,13.4,15.7,,0.0,19.7,123,1982,4,29,SP
1982-04-30,18.9,12.3,14.9,,0.0,15.3,116,1982,4,30,SP
1982-05-01,20.0,12.4,15.5,,0.0,9.9,127,1982,5,1,SP
1982-05-02,22.1,13.2,16.9,,0.0,10.5,267,1982,5,2,SP
1982-05-03,19.1,12.6,15.4,,3.5,14.2,180,1982,5,3,SP
1982-05-04,15.5,12.6,14.0,,0.9,20.3,137,1982,5,4,SP
1982-05-05,18.6,11.5,14.1,,0.0,21.2,112,1982,5,5,SP
1982-05-06,19.4,9.5,14.1,,0.0,14.5,107,1982,5,6,SP
1982-05-07,21.4,11.0,15.4,,0.0,10.5,87,1982,5,7,SP
1982-05-08,23.0,11.0,16.7,,0.0,12.8,42,1982,5,8,SP
1982-05-09,23.1,12.1,17.4,,0.0,13.0,4,1982,5,9,SP
1982-05-10,24.7,12.1,18.0,,0.0,14.8,342,1982,5,10,SP
1982-05-11,25.3,13.8,19.1,,0.0,7.2,44,1982,5,11,SP
1982-05-12,25.1,14.8,18.9,,0.0,6.6,108,1982,5,12,SP
1982-05-13,26.0,14.8,19.7,,0.0,15.7,344,1982,5,13,SP
1982-05-14,26.1,14.4,20.4,,0.0,10.0,347,1982,5,14,SP
1982-05-15,25.9,14.2,19.5,,0.0,13.7,309,1982,5,15,SP
1982-05-16,23.6,15.5,19.0,,0.0,12.2,114,1982,5,16,SP
1982-05-17,26.0,16.2,20.3,,0.0,13.1,41,1982,5,17,SP
1982-05-18,26.1,15.1,20.3,,0.2,18.4,343,1982,5,18,SP
1982-05-19,20.1,15.2,18.6,,9.9,25.7,321,1982,5,19,SP
1982-05-20,21.0,12.8,16.5,,0.0,16.8,300,1982,5,20,SP
1982-05-21,20.9,12.5,16.3,,0.0,10.8,243,1982,5,21,SP
1982-05-22,18.7,13.2,15.4,,0.1,14.8,127,1982,5,22,SP
1982-05-23,18.2,13.0,15.1,,0.0,18.2,130,1982,5,23,SP
1982-05-24,16.7,13.7,14.9,,22.6,17.2,111,1982,5,24,SP
1982-05-25,19.3,15.2,16.9,,16.5,28.2,350,1982,5,25,SP
1982-05-26,18.8,14.8,16.3,,0.2,18.7,301,1982,5,26,SP
1982-05-27,16.8,12.9,14.5,,0.5,13.4,157,1982,5,27,SP
1982-05-28,16.1,12.5,13.9,,0.2,16.0,137,1982,5,28,SP
1982-05-29,16.6,11.4,13.5,,0.0,18.6,121,1982,5,29,SP
1982-05-30,19.6,12.1,14.9,,0.0,12.8,106,1982,5,30,SP
1982-05-31,20.9,13.0,16.1,,1.6,7.2,107,1982,5,31,SP
1982-06-01,21.0,13.2,16.1,,0.0,10.1,107,1982,6,1,SP
1982-06-02,21.7,14.4,17.1,,0.0,13.1,84,1982,6,2,SP
1982-06-03,22.2,11.8,17.0,,0.0,15.9,2,1982,6,3,SP
1982-06-04,22.6,12.9,17.5,,0.0,19.7,345,1982,6,4,SP
1982-06-05,20.1,15.0,16.9,,5.5,19.5,335,1982,6,5,SP
1982-06-06,19.1,14.5,16.4,,0.4,8.3,296,1982,6,6,SP
1982-06-07,19.3,15.1,16.6,,0.0,10.2,119,1982,6,7,SP
1982-06-08,23.2,14.5,17.7,,0.0,20.0,11,1982,6,8,SP
1982-06-09,24.6,12.1,17.6,,0.0,13.2,324,1982,6,9,SP
1982-06-10,25.4,12.9,18.6,,0.0,16.9,0,1982,6,10,SP
1982-06-11,24.7,15.4,19.4,,0.0,20.9,337,1982,6,11,SP
1982-06-12,22.9,17.7,19.6,,1.3,18.4,332,1982,6,12,SP
1982-06-13,22.1,13.9,17.6,,0.6,8.7,340,1982,6,13,SP
1982-06-14,25.6,14.7,19.0,,0.0,13.0,16,1982,6,14,SP
1982-06-15,25.9,14.3,19.5,,0.0,17.7,342,1982,6,15,SP
1982-06-16,18.7,15.5,16.7,,11.4,17.2,172,1982,6,16,SP
1982-06-17,16.9,14.3,15.5,,4.4,20.8,137,1982,6,17,SP
1982-06-18,22.1,14.6,17.3,,0.0,15.1,94,1982,6,18,SP
1982-06-19,22.7,12.9,17.4,,0.0,22.9,340,1982,6,19,SP
1982-06-20,20.4,15.9,17.9,,1.6,21.0,322,1982,6,20,SP
1982-06-21,19.8,14.5,16.5,,0.0,11.0,315,1982,6,21,SP
1982-06-22,18.6,14.5,16.2,,7.6,19.5,318,1982,6,22,SP
1982-06-23,18.8,14.4,16.2,,7.3,11.8,311,1982,6,23,SP
1982-06-24,23.0,15.1,18.1,,1.0,20.6,332,1982,6,24,SP
1982-06-25,20.7,16.6,18.3,,4.3,27.1,317,1982,6,25,SP
1982-06-26,20.7,16.0,18.1,,22.8,24.2,332,1982,6,26,SP
1982-06-27,26.6,18.0,21.4,,0.0,22.4,341,1982,6,27,SP
1982-06-28,26.6,17.9,21.6,,0.0,25.1,344,1982,6,28,SP
1982-06-29,20.6,17.9,18.9,,8.1,25.1,322,1982,6,29,SP
1982-06-30,20.4,16.6,17.8,,5.1,17.3,324,1982,6,30,SP
1982-07-01,19.7,14.4,16.9,,0.7,14.4,215,1982,7,1,SP
1982-07-02,18.7,12.9,15.5,,0.0,16.5,114,1982,7,2,SP
1982-07-03,23.3,12.2,16.9,,0.0,11.3,22,1982,7,3,SP
1982-07-04,23.4,12.3,17.4,,0.0,20.3,334,1982,7,4,SP
1982-07-05,24.4,13.5,18.3,,0.0,15.8,336,1982,7,5,SP
1982-07-06,24.4,13.7,18.6,,0.0,18.1,341,1982,7,6,SP
1982-07-07,24.2,14.5,18.6,,0.0,23.2,324,1982,7,7,SP
1982-07-08,20.1,14.5,17.1,,0.0,15.5,128,1982,7,8,SP
1982-07-09,23.6,14.4,17.8,,0.8,20.8,346,1982,7,9,SP
1982-07-10,18.7,14.7,16.3,,0.2,11.0,185,1982,7,10,SP
1982-07-11,22.7,14.4,17.2,,2.9,10.4,47,1982,7,11,SP
1982-07-12,23.8,14.4,18.7,,1.7,15.0,10,1982,7,12,SP
1982-07-13,20.6,17.5,18.7,,0.9,37.5,319,1982,7,13,SP
1982-07-14,17.3,11.4,14.0,,0.5,18.0,155,1982,7,14,SP
1982-07-15,18.5,9.8,12.9,,0.0,12.6,115,1982,7,15,SP
1982-07-16,22.4,11.2,15.3,,0.0,10.5,60,1982,7,16,SP
1982-07-17,23.5,13.4,17.1,,3.0,14.5,2,1982,7,17,SP
1982-07-18,24.6,14.3,18.2,,0.9,18.4,337,1982,7,18,SP
1982-07-19,19.1,14.8,16.8,,17.2,17.0,151,1982,7,19,SP
1982-07-20,20.9,13.7,16.3,,0.0,15.1,112,1982,7,20,SP
1982-07-21,23.5,12.8,17.3,,0.0,9.2,43,1982,7,21,SP
1982-07-22,24.1,12.7,17.9,,0.0,7.3,40,1982,7,22,SP
1982-07-23,24.0,12.5,18.3,,0.0,11.3,354,1982,7,23,SP
1982-07-24,24.0,14.0,18.4,,0.0,9.0,3,1982,7,24,SP
1982-07-25,24.0,12.9,18.4,,0.0,8.9,105,1982,7,25,SP
1982-07-26,23.6,13.4,17.4,,0.0,8.7,85,1982,7,26,SP
1982-07-27,23.1,13.5,17.6,,0.0,8.5,88,1982,7,27,SP
1982-07-28,23.7,12.4,18.0,,0.0,19.3,352,1982,7,28,SP
1982-07-29,24.7,14.5,18.8,,1.9,23.5,320,1982,7,29,SP
1982-07-30,13.6,9.6,11.3,,15.5,24.1,158,1982,7,30,SP
1982-07-31,16.8,8.2,11.7,,0.0,12.2,119,1982,7,31,SP
1982-08-01,21.2,10.1,14.2,,0.0,13.9,40,1982,8,1,SP
1982-08-02,24.2,11.2,16.7,,0.0,20.2,321,1982,8,2,SP
1982-08-03,18.3,11.5,14.1,,4.6,15.3,168,1982,8,3,SP
1982-08-04,13.5,10.5,11.7,,14.1,13.7,129,1982,8,4,SP
1982-08-05,17.5,10.2,13.3,,1.0,14.8,112,1982,8,5,SP
1982-08-06,23.4,13.0,17.0,,2.1,8.8,84,1982,8,6,SP
1982-08-07,25.0,14.1,19.4,,0.0,12.8,338,1982,8,7,SP
1982-08-08,25.9,14.9,20.6,,0.0,14.1,351,1982,8,8,SP
1982-08-09,25.9,14.8,20.2,,0.0,18.2,336,1982,8,9,SP
1982-08-10,19.6,14.9,16.8,,8.8,16.6,178,1982,8,10,SP
1982-08-11,15.6,13.0,14.1,,8.8,20.1,151,1982,8,11,SP
1982-08-12,16.8,13.2,14.6,,0.1,22.2,125,1982,8,12,SP
1982-08-13,21.7,11.2,15.4,,0.0,17.6,93,1982,8,13,SP
1982-08-14,23.3,11.5,16.8,,0.5,12.3,17,1982,8,14,SP
1982-08-15,24.3,13.1,18.3,,0.0,16.9,342,1982,8,15,SP
1982-08-16,24.5,13.3,18.6,,0.0,8.4,7,1982,8,16,SP
1982-08-17,25.6,15.8,19.4,,0.2,9.0,98,1982,8,17,SP
1982-08-18,22.2,16.1,18.2,,3.2,9.5,142,1982,8,18,SP
1982-08-19,16.4,12.8,14.6,,4.4,19.8,170,1982,8,19,SP
1982-08-20,19.6,10.1,13.7,,0.0,13.1,111,1982,8,20,SP
1982-08-21,24.5,10.2,16.7,,0.0,24.5,333,1982,8,21,SP
1982-08-22,22.5,13.9,17.5,,0.3,14.8,214,1982,8,22,SP
1982-08-23,24.9,15.5,18.5,,2.7,12.4,103,1982,8,23,SP
1982-08-24,26.7,14.4,19.6,,0.4,11.8,5,1982,8,24,SP
1982-08-25,27.6,14.4,20.7,,0.0,11.0,7,1982,8,25,SP
1982-08-26,27.7,15.7,21.6,,0.0,9.6,19,1982,8,26,SP
1982-08-27,27.2,16.7,21.7,,1.5,12.1,358,1982,8,27,SP
1982-08-28,26.3,16.1,20.5,,0.8,9.5,83,1982,8,28,SP
1982-08-29,26.7,16.7,20.9,,1.4,16.7,354,1982,8,29,SP
1982-08-30,26.7,17.2,21.2,,0.1,15.5,324,1982,8,30,SP
1982-08-31,23.2,16.0,18.7,,3.9,17.0,166,1982,8,31,SP
1982-09-01,18.8,14.7,16.1,,0.2,19.4,156,1982,9,1,SP
1982-09-02,22.1,15.4,17.8,,0.2,15.5,121,1982,9,2,SP
1982-09-03,22.4,16.0,18.3,,0.1,15.9,115,1982,9,3,SP
1982-09-04,25.3,16.3,19.7,,0.0,12.7,89,1982,9,4,SP
1982-09-05,25.4,15.8,19.3,,2.4,17.0,171,1982,9,5,SP
1982-09-06,16.5,13.1,15.4,,2.3,27.7,162,1982,9,6,SP
1982-09-07,16.9,12.1,13.7,,0.0,22.0,127,1982,9,7,SP
1982-09-08,18.3,10.9,13.7,,0.0,18.3,120,1982,9,8,SP
1982-09-09,20.6,10.6,14.5,,0.0,15.3,115,1982,9,9,SP
1982-09-10,23.2,10.4,16.1,,0.0,13.4,103,1982,9,10,SP
1982-09-11,27.0,12.0,18.9,,0.0,8.0,85,1982,9,11,SP
1982-09-12,29.0,14.0,20.9,,0.0,10.7,45,1982,9,12,SP
1982-09-13,29.3,15.8,22.3,,0.0,22.0,348,1982,9,13,SP
1982-09-14,28.3,18.7,23.1,,0.0,8.0,67,1982,9,14,SP
1982-09-15,26.1,17.1,20.5,,0.0,18.2,134,1982,9,15,SP
1982-09-16,26.1,15.0,19.9,,0.0,13.9,103,1982,9,16,SP
1982-09-17,28.8,15.9,21.9,,0.0,17.4,350,1982,9,17,SP
1982-09-18,30.3,18.6,23.8,,0.0,24.5,327,1982,9,18,SP
1982-09-19,23.2,13.4,18.3,,5.0,22.3,219,1982,9,19,SP
1982-09-20,16.0,12.0,13.9,,0.0,19.2,141,1982,9,20,SP
